,respondent,task,complexity,interval,time,company,purpose,purpose_tokens,purpose_token_count,purpose_word_count,detail,desc_tokens,desc_token_count,desc_token_count_group,desc_word_count,desc_word_count_group,desc_eval_comp,desc_eval_elem,desc_eval_char,desc_eval_sum,PQ1,ATT1,PQ2,HQ1,PQ3,HQ2,HQ3,ATT2,PQ4,HQ4,PQ,HQ,ATT,familiarity
390,30,1,0.22,5s,134.0,1.0,1.0,clothes,1,1,0.0,simple visuals made super easy corresponding collection accessed,8,med,17,med,1,0,1,1,6,3,5,4,6,2,2,4,4,2,5.25,2.5,3.5,False
391,30,2,2.0,5s,110.0,0.0,0.0,travel,1,1,0.0,family child sitting laying sunglass,5,low,11,low,0,1,0,1,4,4,6,4,6,4,4,3,5,3,5.25,3.75,3.5,False
392,30,3,2.97,5s,100.0,1.0,1.0,outdoor stuff,2,2,0.0,big monochrome cheetah serving purpose website aesthetically,7,med,14,med,0,1,0,1,3,4,4,2,4,4,2,5,2,5,3.25,3.25,4.5,False
393,30,4,5.27,5s,102.0,1.0,1.0,forecast,1,1,0.0,vibey weather website looked bland wise job,7,med,15,med,0,0,1,1,6,4,5,4,5,2,4,4,4,2,5.0,3.0,4.0,False
394,30,5,7.5,5s,98.0,0.5,0.5,bio sand,2,2,0.0,holding box logo website,4,low,19,med,1,1,0,1,1,2,2,2,3,3,2,2,1,2,1.75,2.25,2.0,False
395,30,6,8.0,5s,100.0,1.0,1.0,tech news,2,2,0.0,photo girl phone caught attention text,6,med,17,med,1,1,1,2,2,2,2,2,4,4,1,3,4,2,3.0,2.25,2.5,False
396,31,1,0.22,5s,94.0,1.0,1.0,clothing,1,1,0.0,child clothing colour yellow blue,5,low,8,low,1,1,1,2,3,5,5,5,5,4,4,4,5,3,4.5,4.0,4.5,False
397,31,2,2.0,5s,89.0,1.0,1.0,holiday item sunglass,3,4,1.0,picture holiday beach lady sunglass,5,low,11,low,1,2,0,2,3,3,4,4,3,3,2,4,3,2,3.25,2.75,3.5,False
398,31,3,2.97,5s,111.0,1.0,1.0,outdoor clothing apparel,3,4,0.0,large picture leopard running hilltop,5,low,9,low,1,1,0,1,6,5,5,4,4,4,4,4,5,4,5.0,4.0,4.5,False
399,31,4,5.27,5s,76.0,1.0,1.0,weather article forecast,3,4,0.0,weather icon forecast information,4,low,5,low,1,2,0,2,2,2,2,4,4,3,2,3,4,2,3.0,2.75,2.5,False
400,31,5,7.5,5s,79.0,1.0,1.0,supples,1,2,0.0,picture animal animal icon,4,low,5,low,0,1,0,1,4,3,3,3,3,3,2,2,3,1,3.25,2.25,2.5,False
401,31,6,8.0,5s,92.0,1.0,1.0,tech news,2,2,0.0,news item tech picture coin news item battery girl phone,10,med,19,med,1,3,0,3,3,3,4,4,4,3,3,3,4,3,3.75,3.25,3.0,False
402,32,1,0.22,5s,250.0,1.0,1.0,clothing,1,1,0.0,lot pastel colour white background remember light purple top screen place lower large picture girl yellow top picture bearded light blue bottom left woman yellow bottom centre boy bottom colour guessing picture link page word photo woman,37,high,104,high,3,4,1,5,6,5,6,6,6,5,5,6,6,5,6.0,5.25,5.5,False
403,32,2,2.0,5s,190.0,1.0,1.0,looked optician,2,5,1.0,remember lot blue white background lot photo smiling face immediate website due picture centre family beach mention holiday mentioned contact lens believe picture lady putting contact eye led believe optician website sell glass contact,34,high,82,high,2,3,1,4,5,6,5,5,3,5,5,5,5,5,4.5,5.0,5.5,False
404,32,3,2.97,5s,256.0,1.0,1.0,looked activewear,2,4,0.0,jumped snow leopard centre screen animal charity website picture walking snow website site looked standard clothing website beneath red text website top page blue menu bar horizontal screen aforementioned picture beneath smaller picture pay attention attention pulled back snow leopard,40,high,110,high,3,5,0,5,6,6,6,5,3,4,5,5,4,5,4.75,4.75,5.5,False
405,32,4,5.27,5s,186.0,1.0,1.0,weather information,2,2,1.0,blue white background website title top left blue lettering beneath map divided different area different weather symbol particularly cloud area beneath map day forecast bar screen text menu column,29,high,62,high,3,4,1,5,6,4,6,4,6,4,2,5,5,3,5.75,3.25,4.5,False
406,32,5,7.5,5s,158.0,1.0,1.0,product,1,2,0.0,moment figure site selling remember lot yellow small picture looked product brown rodent house remember great deal,17,high,49,high,1,1,1,2,3,2,3,3,5,2,3,2,3,2,3.5,2.5,2.0,False
407,32,6,8.0,5s,159.0,1.0,1.0,technology news,2,2,0.0,picture distracted huge amount text screen assume site amount text news website remember word,14,high,50,high,1,2,1,3,2,2,3,4,3,3,2,2,2,2,2.5,2.75,2.0,False
408,33,1,0.22,5s,103.0,1.0,1.0,sustainable clothing,2,2,0.0,page basic clear statement sell mission sustainable,7,med,21,med,1,1,1,2,7,7,7,4,6,4,3,6,7,4,6.75,3.75,6.5,False
409,33,2,2.0,5s,124.0,1.0,1.0,eyewear,1,1,1.0,family looked beach made holiday company product simply laid banner section plain white blue,14,high,43,high,2,2,2,4,5,3,5,5,5,3,5,4,6,4,5.25,4.25,3.5,False
410,33,3,2.97,5s,117.0,1.0,1.0,sportswear,1,1,0.0,large cover photo snow leopard running hiking advertising collection banner clothes shop section,13,high,25,high,1,3,0,3,6,7,4,6,1,5,7,5,4,6,3.75,6.0,6.0,False
411,33,4,5.27,5s,150.0,1.0,1.0,weather report,2,3,1.0,daily forecast blue image indicate cloud rain article hand side weekly forecast area,13,high,36,high,3,4,0,4,3,2,6,3,4,2,2,2,5,2,4.5,2.25,2.0,False
412,33,5,7.5,5s,162.0,1.0,1.0,garden animal product,3,6,1.0,website buy banner different animal bright enticing product bottom large banner red yellow stand drew attention,16,high,46,high,2,3,1,4,5,6,5,6,5,5,5,5,6,5,5.25,5.25,5.5,False
413,33,6,8.0,5s,144.0,1.0,0.5,news site,2,2,0.0,basic informative targeted news investor main news article centre article side,11,med,23,med,2,2,1,3,5,3,7,4,6,4,2,5,7,2,6.25,3.0,4.0,False
414,34,1,0.22,5s,96.0,1.0,1.0,sustainable fashion,2,2,0.0,picture adult child modeling product presumably product yellow contrasted white grey website theming style company motto sustainable fashion,18,high,41,high,2,3,1,4,6,4,5,4,5,4,3,4,6,4,5.5,3.75,4.0,False
415,34,2,2.0,5s,111.0,1.0,1.0,eyewear glass contact,3,4,0.0,page focus sunglass glass contact middle page link blue white theming style company logo top left site clean busy feature,20,high,42,high,2,2,2,4,6,5,5,5,5,5,4,5,6,4,5.5,4.5,5.0,False
416,34,3,2.97,5s,90.0,1.0,1.0,outdoors wear gear,3,4,0.0,blue ish theming colour big picture snow leopard screen horizontal top bar containing link product section largely clean professional theme,20,high,37,high,1,2,2,4,5,5,6,5,5,5,4,5,6,5,5.5,4.75,5.0,False
417,34,4,5.27,5s,100.0,1.0,1.0,weather forecast,2,4,1.0,white light blue theming weather report spanning thursday tuesday page relatively clean busy largely easy read digest,17,high,33,high,1,1,2,3,6,4,6,4,6,4,3,5,6,3,6.0,3.5,4.5,False
418,34,5,7.5,5s,89.0,1.0,1.0,animal supply,2,3,0.0,company logo top animal food product presented page middle colour scheme white brown,13,high,27,high,1,2,1,3,3,2,3,2,4,2,4,3,4,3,3.5,2.75,2.5,False
419,34,6,8.0,5s,125.0,1.0,1.0,appears provide tech news information,5,8,0.0,black white theming clean link scattered page side distinct section read site largely contained news tech industry,17,high,36,high,2,2,1,3,5,5,5,4,6,5,3,5,5,4,5.25,4.0,5.0,False
420,37,1,0.22,5s,235.0,1.0,1.0,clothes woman child,3,6,0.0,round logo top left box centre picture picture woman picture child effect pastel shade,14,high,43,high,2,2,1,3,7,7,6,5,7,6,4,5,6,4,6.5,4.75,6.0,True
421,37,2,2.0,5s,291.0,1.0,1.0,glass contact lens sunglass,4,5,0.0,logo blue box colourful photograph indicating sell glass contact lens sunglass contact lens box close putting contact lens sunglass box showed wearing sunglass glass box showed wearing glass,28,high,47,high,3,5,0,5,7,7,7,6,6,7,5,7,7,6,6.75,6.0,7.0,False
422,37,3,2.97,5s,183.0,1.0,1.0,bag running gear equipment,4,4,0.0,logo big sort square bottom item,6,med,13,med,1,2,0,2,2,6,6,4,5,5,4,5,6,4,4.75,4.25,5.5,False
423,37,4,5.27,5s,168.0,1.0,1.0,weather forcasts,2,3,1.0,primarily blue white box showing weather map symbol rain box indicating day weather forecast orange box rain,17,high,36,high,2,3,1,4,6,4,7,4,7,4,4,7,7,4,6.75,4.0,5.5,False
424,37,5,7.5,5s,220.0,1.0,0.5,petfood,1,1,0.0,red logo picture food big red circle minute written,9,med,18,med,1,3,0,3,2,2,6,2,4,3,3,4,2,2,3.5,2.5,3.0,False
425,37,6,8.0,5s,185.0,1.0,0.0,idea,1,2,0.0,lot box photo woman shocked mouth open ariels building,9,med,19,med,1,2,0,2,1,1,2,4,7,4,2,4,2,2,3.0,3.0,2.5,False
426,39,1,0.22,5s,166.0,0.0,1.0,clothes,1,1,0.0,woman boy girl yellow neutral clothes sustainable,7,med,11,low,1,1,0,1,6,5,6,5,5,4,3,6,7,5,6.0,4.25,5.5,False
427,39,2,2.0,5s,152.0,1.0,1.0,glass,1,1,1.0,colourful bright sunny sky mum child wearing sunglass,8,med,10,low,1,1,1,2,6,6,7,6,5,6,5,7,6,6,6.0,5.75,6.5,False
428,39,3,2.97,5s,140.0,1.0,1.0,sport clothing foot ware,4,4,1.0,clear wild male female hiker,5,low,11,low,1,2,1,3,6,6,6,6,6,6,5,7,6,6,6.0,5.75,6.5,False
429,39,4,5.27,5s,167.0,1.0,1.0,weather page,2,2,1.0,weather coming day bright blue white cloud,7,med,11,low,1,1,1,2,5,6,7,5,6,5,5,7,6,5,6.0,5.0,6.5,False
430,39,5,7.5,5s,187.0,1.0,0.5,animal feed,2,2,0.0,lot different product lot writing colourful animal,7,med,11,low,1,1,1,2,2,4,4,3,5,2,3,2,3,4,3.5,3.0,3.0,False
431,39,6,8.0,5s,203.0,1.0,0.5,industry news,2,2,0.0,busy lot writing focus,4,low,15,med,0,0,1,1,1,3,4,2,4,3,2,3,1,3,2.5,2.5,3.0,False
432,40,1,0.22,5s,206.0,1.0,1.0,substainable clothing family,3,6,0.0,model child woman differing age group felt younger side clothes worn colour model upbeat clothes felt cheerful current bright primary colour,21,high,49,high,2,2,1,3,7,5,6,5,7,5,2,3,7,2,6.75,3.5,4.0,False
433,40,2,2.0,5s,200.0,1.0,1.0,sunglass reading glass contact lens,5,5,0.0,beach orientated scene remember bright positive smiling sand water adult child wearing glass sunglass wearing bright colour adult sport type shirt felt cheerful positve general feel beach background nice feel projected image,32,high,70,high,1,2,0,2,7,6,7,6,7,6,5,6,7,5,7.0,5.5,6.0,False
434,40,3,2.97,5s,204.0,0.0,1.0,gather sport apparell word clothing running,6,20,0.0,remember lovely picture snow leopard dominate part webpage image text horizontal line picture bottom nature based feel site felt nature based scenic picture contrasting colour forest water wrong feel felt outdoorsy,31,high,79,high,2,2,1,3,6,7,6,7,6,7,7,7,6,7,6.0,7.0,7.0,False
435,40,4,5.27,5s,204.0,1.0,1.0,believe website detailed global weather forcasts breakdown temperature rain fog,10,17,0.0,graphic opposed real world based image blue term colour pallete touch gold lot text dispersed graphic felt needed compliment graphic lot practical icon represent weather umbrella cloud felt detailed,29,high,65,high,2,1,3,4,3,5,7,5,7,6,5,6,5,5,5.5,5.25,5.5,True
436,40,5,7.5,5s,320.0,1.0,1.0,particularly food animal feel overly clear impression fun packaged food differing type felt site based style product interesting wanted find,20,61,1.0,felt lot picture cardboard type boxed designed white gold black pawprints felt represented lot different animal fun product pet felt site aimed child felt busy fun organised struggle remember specific short view general impression,34,high,73,high,1,2,1,3,3,6,6,6,6,6,7,6,6,6,5.25,6.25,6.0,False
437,40,6,8.0,5s,267.0,1.0,1.0,information website providing story review opinion peices general information based world tech,12,23,1.0,felt made lot text busy keen convuluted word feel lot white space seperation picture photo real world item place opposed graphic felt randomness jumble paragraph list page,27,high,70,high,2,1,3,4,2,2,2,3,2,3,3,3,2,3,2.0,3.0,2.5,False
438,41,1,0.22,5s,109.0,1.0,1.0,sell woman child clothing,4,7,0.0,simple attractive picture muted colour picture woman child company clothing,10,med,25,high,2,1,2,3,6,6,6,6,4,5,5,6,6,6,5.5,5.5,6.0,False
439,41,2,2.0,5s,130.0,1.0,1.0,sell eyewear product glass sunglass,5,9,0.0,blue white bright image text text summer ready picture smiling woman wearing sunglass,13,high,22,med,2,2,2,4,5,4,5,4,6,4,3,4,5,3,5.25,3.5,4.0,False
440,41,3,2.97,5s,100.0,1.0,1.0,sell outdoor gear,3,6,0.0,remember picture leopard hiking hill colour blue white picture bottom including backpack,12,med,36,high,3,3,1,4,4,5,5,4,5,5,4,4,5,3,4.75,4.0,4.5,False
441,41,4,5.27,5s,91.0,1.0,1.0,weather forecast,2,4,0.0,typical weather forecast website close weather map top page weekly forecast smaller image bottom alert update page,17,high,39,high,2,3,0,3,3,4,5,4,6,4,4,4,4,4,4.5,4.0,4.0,False
442,41,5,7.5,5s,83.0,1.0,1.0,sell related product,3,5,1.0,looked garish yellow standout colour link different animal category top,10,med,19,med,1,1,2,3,3,2,4,2,4,2,2,2,3,4,3.5,2.5,2.0,False
443,41,6,8.0,5s,95.0,1.0,1.0,tech related news,3,4,0.0,column lot small black text picture,6,med,15,med,1,1,1,2,1,3,3,4,4,4,3,2,2,3,2.5,3.5,2.5,False
444,42,1,0.22,5s,159.0,1.0,1.0,sustainable fashion,2,2,0.0,website selling sustainable fashion,4,low,5,low,0,1,0,1,4,4,4,4,7,5,4,4,4,4,4.75,4.25,4.0,False
445,42,2,2.0,5s,123.0,1.0,1.0,eye wear,2,2,1.0,website selling eyewear entire family,5,low,8,low,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,False
446,42,3,2.97,5s,129.0,1.0,1.0,outdoor apparel,2,2,0.0,website selling outdoor clothing,4,low,5,low,0,0,0,0,5,5,5,5,5,6,6,5,5,5,5.0,5.5,5.0,False
447,42,4,5.27,5s,156.0,1.0,1.0,weather information,2,2,0.0,website detailing daily weather,4,low,6,low,0,0,0,0,5,5,5,5,6,4,5,5,5,5,5.25,4.75,5.0,False
448,42,5,7.5,5s,166.0,1.0,0.5,animal feed,2,2,0.5,selling animal feed,3,low,3,low,0,0,0,0,1,1,4,1,1,1,1,1,1,1,1.75,1.0,1.0,False
449,42,6,8.0,5s,138.0,1.0,0.0,alternative power,2,2,1.0,website promoting alternative power,4,low,5,low,0,0,0,0,2,2,3,4,4,4,4,4,3,4,3.0,4.0,3.0,False
450,43,1,0.22,5s,345.0,1.0,1.0,sustainable clothing woman child,4,7,0.0,company logo top left message wesbite sustainable fashion girl wearing yellow shirt underneath picture woman kid respective product product,19,high,46,high,2,4,0,4,6,5,6,5,6,5,5,6,6,5,6.0,5.0,5.5,False
451,43,2,2.0,5s,134.0,1.0,0.0,clear summer holiday item,4,9,1.0,image kid adult question ready vacation hand side underneath image option sport glass sunglass contact lens,16,high,33,high,2,3,0,3,3,4,4,4,4,4,3,3,3,5,3.5,4.0,3.5,False
452,43,3,2.97,5s,224.0,1.0,1.0,sport equipment specifically outdoor sport hiking winter sport,8,12,1.0,image mountain lion runner mountain message collection hand side underneath promotion category clothes footwear running,15,high,36,high,2,3,0,3,7,3,4,3,4,3,2,3,3,3,4.5,2.75,3.0,False
453,43,4,5.27,5s,281.0,1.0,1.0,information weather prague image forecast day hand forecast day,9,28,1.0,top page search bar image picture weather currently prague date forecast rest week image weather article hand side article iceberg disappearing,21,high,55,high,3,4,0,4,5,4,6,4,5,4,4,5,6,4,5.5,4.0,4.5,False
454,43,5,7.5,5s,225.0,1.0,1.0,item toy food sand,4,8,1.0,mega zoo logo top left underneath large yellow black banner pick branch office online item underneath water fountain water pump,20,high,43,high,3,3,0,3,5,3,4,3,4,3,3,3,3,3,4.0,3.0,3.0,False
455,43,6,8.0,5s,302.0,1.0,0.5,news energy living cost government sport,6,7,1.0,top page different category choose mobile mania security review video transport future hand side read news article left daily update middle article,22,high,52,high,3,4,0,4,4,3,5,3,4,4,3,5,5,2,4.5,3.0,4.0,False
456,44,1,0.22,5s,130.0,1.0,1.0,clothing website woman child,4,8,0.0,website woman child wearing clothing,5,low,12,med,1,1,0,1,7,7,7,7,4,6,6,6,6,5,6.0,6.0,6.5,False
457,44,2,2.0,5s,108.0,1.0,1.0,glass contact,2,3,0.0,ad glass contact woman wearing glass,6,med,11,low,0,1,0,1,7,7,7,7,2,7,7,7,7,7,5.75,7.0,7.0,False
458,44,3,2.97,5s,184.0,1.0,1.0,selling outdoor wear,3,4,0.0,men running hill big lion ad footwear clothing,8,med,18,med,1,2,0,2,6,7,6,6,4,6,6,6,5,6,5.25,6.0,6.5,False
459,44,4,5.27,5s,129.0,1.0,1.0,weather page,2,6,0.0,weather page showing day rain,5,low,9,low,0,1,0,1,6,6,6,6,6,6,6,6,6,6,6.0,6.0,6.0,False
460,44,5,7.5,5s,157.0,1.0,1.0,item,1,2,0.0,different item,2,low,6,low,0,0,0,0,3,5,4,4,3,4,5,5,4,5,3.5,4.5,5.0,False
461,44,6,8.0,5s,238.0,1.0,0.0,,0,2,0.0,confusing selling tech writing small alot crammed,7,med,26,high,1,0,2,2,1,2,1,4,1,4,4,2,1,4,1.0,4.0,2.0,False
462,45,1,0.22,5s,46.0,1.0,1.0,clothing,1,1,1.0,cute clothing,2,low,2,low,0,0,0,0,7,6,7,6,6,5,5,6,6,5,6.5,5.25,6.0,False
463,45,2,2.0,5s,53.0,1.0,0.5,eyesight,1,1,1.0,different glass contact lens,4,low,4,low,0,1,0,1,5,5,6,3,5,2,4,5,5,3,5.25,3.0,5.0,False
464,45,3,2.97,5s,79.0,1.0,1.0,mountain gear,2,2,1.0,snowlepoard different type item,4,low,7,low,0,2,0,2,5,6,6,5,6,5,5,6,6,6,5.75,5.25,6.0,False
465,45,4,5.27,5s,54.0,1.0,1.0,weather forecast,2,2,1.0,image colour information,3,low,3,low,0,0,0,0,6,5,7,5,7,4,4,4,6,4,6.5,4.25,4.5,False
466,45,5,7.5,5s,81.0,1.0,1.0,animal accessory food,3,4,0.0,variety animal guessing buy,4,low,11,low,0,0,0,0,5,5,5,4,6,4,4,6,6,5,5.5,4.25,5.5,False
467,45,6,8.0,5s,74.0,1.0,1.0,information technology,2,3,0.0,lot information column article wordy,5,low,7,low,0,1,2,3,2,2,4,4,5,4,2,2,2,1,3.25,2.75,2.0,False
468,46,1,0.22,5s,95.0,1.0,1.0,sell clothes,2,3,0.0,child model front page sign price offered woman clothing aswell,10,med,30,high,1,2,0,2,7,7,6,7,5,5,5,6,7,6,6.25,5.75,6.5,False
469,46,2,2.0,5s,171.0,1.0,0.0,,0,0,1.0,bright vibrant web page made website sell kind holiday package family sell clothes accessory holiday slogan ready vacation concluding sell,20,high,49,high,1,1,1,2,6,7,5,6,4,4,6,6,6,6,5.25,5.5,6.5,False
470,46,3,2.97,5s,143.0,0.0,1.0,hiking sport clothing,3,4,0.0,animal looked white jaguar offered different type clothing retained website,10,med,29,high,1,2,0,2,6,3,6,3,6,4,3,5,6,5,6.0,3.75,4.0,False
471,46,4,5.27,5s,144.0,1.0,1.0,website show weather forecast,4,7,0.0,graphic middle different weather forecast looked website,7,med,26,high,1,2,0,2,6,2,5,2,6,2,3,4,6,2,5.75,2.25,3.0,False
472,46,5,7.5,5s,140.0,0.5,1.0,accessory,1,2,0.0,hard figure company selling clear indication selling read item sell picture potentially sell,13,high,42,high,0,0,0,0,6,2,2,1,2,2,2,2,2,2,3.0,1.75,2.0,False
473,46,6,8.0,5s,181.0,1.0,0.5,provide news article,3,4,0.0,looked typical news page big headline news article exaggerated thumbnail simplicity typical read catch mutual interested topic continue reading article boring,21,high,54,high,2,2,2,4,7,4,5,4,5,3,3,5,6,4,5.75,3.5,4.5,False
474,47,1,0.22,5s,85.0,1.0,1.0,clothes kid adult,3,5,0.0,website selling clothes adult child,5,low,8,low,0,1,0,1,5,4,5,4,4,4,3,4,4,3,4.5,3.5,4.0,False
475,47,2,2.0,5s,134.0,1.0,1.0,travel sunglass wear,3,4,1.0,simple family picture sunglass,4,low,7,low,0,1,1,2,6,5,6,5,6,5,3,5,5,4,5.75,4.25,5.0,False
476,47,3,2.97,5s,139.0,0.5,1.0,mountaineering gear,2,2,0.0,animal clothes boot trekking,4,low,12,med,1,2,0,2,5,5,5,5,5,5,3,5,5,4,5.0,4.25,5.0,False
477,47,4,5.27,5s,86.0,1.0,1.0,weather forecast,2,2,0.0,weather forecast website national international,5,low,6,low,0,0,0,0,3,3,3,4,4,3,3,3,3,3,3.25,3.25,3.0,False
478,47,5,7.5,5s,110.0,1.0,1.0,product animal,2,3,0.0,selling product animal pet,4,low,5,low,0,0,0,0,4,3,4,3,5,3,3,3,3,4,4.0,3.25,3.0,False
479,47,6,8.0,5s,65.0,1.0,0.5,news,1,1,0.0,news webpage,2,low,2,low,0,0,0,0,3,3,4,3,4,3,3,3,3,3,3.5,3.0,3.0,False
480,48,1,0.22,5s,78.0,1.0,1.0,sustainable fashion,2,2,0.0,lovely clear information nice simple design,6,med,11,low,0,0,1,1,7,7,7,7,7,6,7,7,7,7,7.0,6.75,7.0,False
481,48,2,2.0,5s,74.0,1.0,1.0,sunglass glass contact lens,4,4,0.0,fairly clear website design,4,low,5,low,0,0,1,1,6,6,7,7,7,6,6,6,4,5,6.0,6.0,6.0,False
482,48,3,2.97,5s,73.0,0.0,1.0,sport gear,2,2,0.0,cheetah handsome,2,low,8,low,0,1,0,1,4,7,7,7,7,7,7,7,6,7,6.0,7.0,7.0,False
483,48,4,5.27,5s,89.0,1.0,1.0,weather forecast,2,2,0.0,pleasant weather forecast website,4,low,6,low,0,0,0,0,7,7,7,6,7,6,6,7,7,6,7.0,6.0,7.0,False
484,48,5,7.5,5s,79.0,1.0,0.0,unclear second,2,3,0.0,busy information glance,3,low,13,med,0,0,1,1,2,1,4,2,4,2,3,3,1,2,2.75,2.25,2.0,False
485,48,6,8.0,5s,85.0,1.0,0.5,technical spec,2,2,0.0,information process second,3,low,9,low,0,0,0,0,1,5,4,5,6,7,5,5,2,4,3.25,5.25,5.0,False
486,2,1,0.22,10s,70.0,1.0,1.0,sustainable fashion,2,2,0.0,men woman childrens clothing,4,low,5,low,0,1,0,1,5,5,5,5,4,4,3,4,5,3,4.75,3.75,4.5,False
487,2,2,2.0,10s,85.0,1.0,1.0,gkasses,1,1,0.0,sunglasses prescription glass,3,low,3,low,0,1,0,1,6,4,5,4,4,4,3,4,4,3,4.75,3.5,4.0,False
488,2,3,2.97,10s,82.0,1.0,1.0,outdoor clothing accessory,3,4,0.0,remember picture tiger,3,low,10,low,0,1,0,1,4,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,False
489,2,4,5.27,10s,244.0,1.0,1.0,weather forecast,2,2,0.0,weather forecast,2,low,2,low,0,0,0,0,4,4,5,4,5,4,4,5,3,4,4.25,4.0,4.5,True
490,2,5,7.5,10s,67.0,1.0,1.0,product,1,2,1.0,product,1,low,4,low,0,0,0,0,4,5,4,4,4,4,4,5,5,5,4.25,4.25,5.0,False
491,2,6,8.0,10s,65.0,1.0,0.5,news article,2,2,0.0,remember,1,low,2,low,0,0,0,0,2,3,3,4,3,4,4,3,2,3,2.5,3.75,3.0,False
492,3,1,0.22,10s,89.0,1.0,1.0,sustainable clothing,2,2,1.0,detail picture page,3,low,8,low,0,0,0,0,6,6,7,4,5,4,3,5,5,4,5.75,3.75,5.5,False
493,3,2,2.0,10s,71.0,0.0,1.0,glass contact lens,3,4,1.0,holiday making covered glass sunglass contact,6,med,15,med,1,1,0,1,5,5,5,5,4,3,3,4,5,3,4.75,3.5,4.5,False
494,3,3,2.97,10s,60.0,0.0,0.0,,0,2,0.0,remember lot information,3,low,8,low,0,0,0,0,3,3,4,3,3,3,3,4,5,3,3.75,3.0,3.5,False
495,3,4,5.27,10s,175.0,1.0,1.0,weather info,2,2,1.0,weather america different weather forcasts,5,low,9,low,0,0,0,0,5,4,3,5,5,3,5,4,5,5,4.5,4.5,4.0,False
496,3,5,7.5,10s,109.0,0.5,1.0,food toy animal,3,5,0.0,logo different page big top,5,low,10,low,0,1,0,1,5,6,4,2,5,2,3,3,5,3,4.75,2.5,4.5,False
497,3,6,8.0,10s,122.0,1.0,1.0,news website technology otehr update,5,7,1.0,picture area middle article side,5,low,13,med,1,2,0,2,6,5,3,4,3,6,4,4,3,4,3.75,4.5,4.5,False
498,4,1,0.22,10s,122.0,1.0,1.0,sustainable fashion,2,2,0.0,simple sustainable clothing site major section men woman child clothes looked pajama lot faded pastel colour blonde woman looked kid beard,21,high,34,high,2,2,1,3,6,5,7,5,7,5,2,7,7,4,6.75,4.0,6.0,False
499,4,2,2.0,10s,96.0,0.5,1.0,glass,1,1,0.0,section glass contact lens sunglass respectively nearest store prague appointment button top,12,med,18,med,2,3,0,3,6,5,7,5,7,5,3,6,7,4,6.75,4.25,5.5,False
500,4,3,2.97,10s,103.0,1.0,1.0,outdoors gear,2,2,1.0,snow leopard running hill open backpack section bottom collection lot white blue,12,med,25,high,2,5,1,6,5,5,6,4,6,5,3,6,6,4,5.75,4.0,5.5,False
501,4,4,5.27,10s,91.0,1.0,1.0,weather report,2,2,1.0,showing weather prague degree weather thursday cold rain notice top,10,med,20,med,2,3,0,3,2,2,7,3,3,3,1,4,2,1,3.5,2.0,3.0,False
502,4,5,7.5,10s,110.0,1.0,1.0,animal product,2,2,0.0,section different animal dog cat small animal forget word terrasctium wrong online delivery minute,14,high,36,high,2,3,0,3,3,2,2,2,2,3,2,3,2,2,2.25,2.25,2.5,False
503,4,6,8.0,10s,112.0,1.0,0.5,news site,2,6,0.0,text based article looked focused tech problem operator money article energy storage solution,13,high,21,med,1,2,1,3,3,2,3,2,3,2,1,2,5,1,3.5,1.5,2.0,False
504,7,1,0.22,10s,129.0,1.0,1.0,clothing,1,1,0.0,page selling clothing woman child looked sell pyjama page built neutrul colour pain picture child wearing clothing woman allowed select woman childrens clothing company logo blue circle,27,high,65,high,3,3,1,4,6,6,6,6,5,4,5,6,6,5,5.75,5.0,6.0,False
505,7,2,2.0,10s,106.0,1.0,1.0,sell sunglass sport glass contact lens,6,7,1.0,page picture adult child laying beach section sport glass sun glass contact lens close picture product menu top allowing select section,21,high,44,high,2,4,0,4,6,5,6,4,6,4,5,6,6,3,6.0,4.0,5.5,False
506,7,3,2.97,10s,114.0,1.0,1.0,sport gear,2,2,0.0,sport page large picture middle white lion tiger walking mountain top page generic menu bar allowing click different tab bottom section different sport,23,high,50,high,2,3,0,3,5,5,6,5,6,4,5,6,6,4,5.75,4.5,5.5,False
507,7,4,5.27,10s,131.0,1.0,1.0,weather forcast different day location,5,9,0.0,page called weathery blue web page middle left hand side map temepratures different location bottom different day week high low temperature information thing rain cloud top prague,27,high,66,high,3,4,1,5,4,5,6,5,6,5,5,6,5,5,5.25,5.0,5.5,False
508,7,5,7.5,10s,137.0,1.0,1.0,food animal,2,3,0.0,page company called mega zoo top menu bar allowed select different type animal large advertisement photo bottom page different food piece advertised,22,high,53,high,3,4,0,4,4,2,5,4,5,4,3,5,5,4,4.75,3.75,3.5,False
509,7,6,8.0,10s,128.0,0.5,0.5,news article weather,3,6,0.0,page news page lot different news article listed left hand side top page menu bar navigate different topic prague weather top middle page story day picture,26,high,58,high,3,4,0,4,2,3,5,5,5,5,5,4,3,3,3.75,4.5,3.5,False
510,8,1,0.22,10s,104.0,1.0,1.0,sustainable clothing,2,2,0.0,offer sustainable clothing woman child picture different category,8,med,19,med,1,2,0,2,5,3,5,4,4,3,3,4,4,2,4.5,3.0,3.5,False
511,8,2,2.0,10s,104.0,1.0,1.0,sunglass sport glass contact,4,4,0.0,sold different type eye product holiday sport purpose,8,med,14,med,0,1,0,1,4,3,5,3,5,3,3,4,5,3,4.75,3.0,3.5,False
